"Food_Code","Food_Abbrev_Desc","Food_Desc"
71103210.00,"WHITE POTATO, CANNED, LOW SODIUM, NO FAT ADDED","White potato, boiled, without peel, canned, low sodium, fat not added in cooking"
71103220.00,"WHITE POTATO, CANNED, LOW SODIUM, FAT ADDED","White potato, boiled, without peel, canned, low sodium, fat added in cooking"
71104000.00,"WHITE POTATO, ROASTED, NS FAT ADDED","White potato, roasted, NS as to fat added in cooking"
71104010.00,"WHITE POTATO, ROASTED, FAT NOT ADDED","White potato, roasted, fat not added in cooking"
71104020.00,"WHITE POTATO, ROASTED, FAT ADDED","White potato, roasted, fat added in cooking"
71106000.00,"STEWED POTATOES, P.R. (PAPAS GUISADAS)","Stewed potatoes, Puerto Rican style (Papas guisadas)"
71201010.00,"WHITE POTATO, CHIPS","White potato, chips"
71201050.00,"WHITE POTATO, CHIPS, REDUCED FAT","White potato, chips, reduced fat"
71201080.00,"WHITE POTATO, CHIPS, FAT FREE","White potato, chips, fat free"
71201090.00,"WHITE POTATO, CHIPS, FAT FREE, W/ OLEAN","White potato, chips, fat free, made with Olean"
71201100.00,"WHITE POTATO, CHIPS, RESTRUCTURED","White potato, chips, restructured"
71201200.00,"WHITE POTATO, CHIPS, RESTRUCTURED, RED FAT/SODIUM","White potato, chips, restructured, reduced fat and reduced sodium"
71201210.00,"WHITE POTATO, CHIPS, RESTRUCTURED, FAT FREE, W/ OLEAN","White potato, chips, restructured, fat free, made with Olean"
71201250.00,"WHITE POTATO, CHIPS, RESTRUCTURED, BAKED","White potato, chips, restructured, baked"
71201300.00,"POTATO-BASED SNACKS, REDUCED FAT, LOW SODIUM","Potato based snacks, reduced fat, low sodium, all flavors"
71202000.00,"WHITE POTATO, CHIPS, UNSALTED","White potato, chips, unsalted"
71202100.00,"WHITE POTATO, CHIPS, UNSALTED, REDUCED FAT","White potato, chips, unsalted, reduced fat"
71204000.00,"POTATO PUFFS, CHEESE-FILLED","Potato puffs, cheese-filled"
71205000.00,"WHITE POTATO, STICKS","White potato, sticks"
71211000.00,"WHITE POTATO SKINS, CHIPS","White potato skins, chips"
71220000.00,"VEGETABLE CHIPS","Vegetable chips"
71301000.00,"WHITE POTATO, COOKED, W/ SAUCE, NS AS TO SAUCE","White potato, cooked, with sauce, NS as to sauce"
71301020.00,"WHITE POTATO, COOKED, WITH CHEESE","White potato, cooked, with cheese"
71301120.00,"WHITE POTATO, COOKED, WITH HAM AND CHEESE","White potato, cooked, with ham and cheese"
71305010.00,"WHITE POTATO, SCALLOPED","White potato, scalloped"
71305110.00,"WHITE POTATO, SCALLOPED, W/ HAM","White potato, scalloped, with ham"
71401000.00,"WHITE POTATO, FRENCH FRIES, NS AS TO FROM FRESH/FRZ","White potato, french fries, NS as to from fresh or frozen"
71401010.00,"WHITE POTATO, FRENCH FRIES, FROM FRESH, DEEP-FRIED","White potato, french fries, from fresh, deep fried"
71401020.00,"WHITE POTATO, FRENCH FRIES, FROM FROZEN, OVEN-BAKED","White potato, french fries, from frozen, oven baked"
71401030.00,"WHITE POTATO, FRENCH FRIES, FROM FROZEN, DEEP-FRIED","White potato, french fries, from frozen, deep fried"
71402040.00,"WHITE POTATO,FRENCH FRIES,BREADED OR BATTERED","White potato, french fries, breaded or battered"
71403000.00,"WHITE POTATO, HOME FRIES","White potato, home fries"
71403500.00,"WHITE POTATO, HOME FRIES, W/ GREEN/RED PEPPERS & ONIONS","White potato, home fries, with green or red peppers and onions"
71405000.00,"WHITE POTATO, HASH BROWN","White potato, hash brown, NS as to from fresh, frozen, or dry mix"
71405010.00,"WHITE POTATO, HASH BROWN, FROM FRESH","White potato, hash brown, from fresh"
71405020.00,"WHITE POTATO, HASH BROWN, FROM FROZEN","White potato, hash brown, from frozen"
71405030.00,"WHITE POTATO, HASH BROWN, FROM DRY MIX","White potato, hash brown, from dry mix"
71405100.00,"WHITE POTATO, HASH BROWN W/ CHEESE","White potato, hash brown, with cheese"
71410000.00,"WHITE POTATO SKINS, W/ ADHERING FLESH, FRIED","White potato skins, with adhering flesh, fried"
71410500.00,"WHITE POTATO SKINS W/ FLESH, FRIED, W/ CHEESE","White potato skins, with adhering flesh, fried, with cheese"
71411000.00,"POTATO SKINS W/ ADHERING FLESH, W/ CHEESE & BACON","White potato skins, with adhering flesh, fried, with cheese and bacon"
71501000.00,"WHITE POTATO, MASHED, NFS","White potato, mashed, NFS"
71501010.00,"WHITE POTATO, FRESH, MASHED, MADE W/ MILK","White potato, from fresh, mashed, made with milk"
71501015.00,"WHITE POTATO, FRESH, MASHED, MADE W/ MILK,/ SOUR CRM/CHEZ","White potato, from fresh, mashed, made with milk, and sour cream and/or cream cheese"
71501020.00,"WHITE POTATO, FRESH, MASHED, MADE W/ MILK & FAT","White potato, from fresh, mashed, made with milk and fat"
71501025.00,"WHITE POTATO, FRESH, MASHED, MADE W/ MILK/SOUR CRM/CHEZ &FAT","White potato, from fresh, mashed, made with milk, and sour cream and/or cream cheese and fat"
71501030.00,"WHITE POTATO, FRESH, MASHED, MADE W/ FAT","White potato, from fresh, mashed, made with fat"
71501040.00,"WHITE POTATO, DRY, MASHED, MADE W/ MILK & FAT","White potato, from dry, mashed, made with milk and fat"
71501050.00,"WHITE POTATO, FRESH, MASHED, MADE W/ MILK, FAT & CHEESE","White potato, from fresh, mashed, made with milk, fat and cheese"
71501055.00,"WHITE POTATO, FRESH, MASHED, MADE W/ SOUR CRM/CHEZ & FAT","White potato, from fresh, mashed, made with sour cream and/or cream cheese and fat"
71501060.00,"WHITE POTATO, DRY, MASHED, MADE W/ MILK, FAT & EGG","White potato, from dry, mashed, made with milk, fat and egg"
71501070.00,"WHITE POTATO, DRY, MASHED, MADE W/ MILK, FAT, EGG & CHEESE","White potato, from dry, mashed, made with milk, fat, egg and cheese"
71501080.00,"WHITE POTATO, FRESH, MASHED, NOT MADE W/ MILK OR FAT","White potato, from fresh, mashed, not made with milk or fat"
71501090.00,"WHITE POTATO, DRY, MASHED, MADE W/ MILK, NO FAT","White potato, from dry, mashed, made with milk, no fat"
71501200.00,"WHITE POTATO, COMPLETE DRY MIX, MASHED, MADE W/ WATER","White potato, from complete dry mix, mashed, made with water"
71501300.00,"WHITE POTATO, DRY, MASHED, NS AS TO MILK OR FAT","White potato, from dry, mashed, NS as to milk or fat"
71501310.00,"WHITE POTATO, FRESH, MASHED, NS AS TO MILK OR FAT","White potato, from fresh, mashed, NS as to milk or fat"
71503010.00,"WHITE POTATO, PATTY (INCLUDE POTATO CROQUETTES)","White potato, patty"
71505000.00,"WHITE POTATO, PUFFS","White potato, puffs"
71507000.00,"WHITE POTATO, BAKED, STUFFED, PEEL NOT EATEN, NS TOPPING","White potato, stuffed, baked, peel not eaten, NS as to topping"
71507005.00,"WHITE POTATO,BAKED,STUFF W/ BUTTER/MARG, NO PEEL","White potato, stuffed, baked, peel not eaten, stuffed with butter or margarine"
71507010.00,"WHITE POTATO, BAKED, STUFFED W/SOUR CREAM, NO PEEL","White potato, stuffed, baked, peel not eaten, stuffed with sour cream"
71507020.00,"WHITE POT,BAKED, STUFFED W/ CHEESE, PEEL NOT EATEN","White potato, stuffed, baked, peel not eaten, stuffed with cheese"
71507030.00,"WHITE POT, BAKED, STUFFED W/ CHILI, PEEL NOT EATEN","White potato, stuffed, baked, peel not eaten, stuffed with chili"
71507040.00,"WHITE POT, BAKED, STUFFED W/BROC&CHEESE SCE,NO PEEL","White potato, stuffed, baked, peel not eaten, stuffed with broccoli and cheese sauce"
71507050.00,"WHITE POT, BAKED, STUFFD W/ MEAT IN CRM SC, NO PEEL","White potato, stuffed, baked, peel not eaten, stuffed with meat in cream sauce"
71507100.00,"WHITE POT,BAKD,STUF W/CHIC,BROC,CHEESE,PEEL NOT EAT","White potato, stuffed, baked, peel not eaten, stuffed with chicken, broccoli and cheese sauce"
71508000.00,"WHITE POTATO, BAKED, STUFFED, PEEL EATEN","White potato, stuffed, baked, peel eaten, NS as to topping"
71508005.00,"WHITE POTATO,BAKED,STUFF W/ BUTTER/MARG, PEEL EATEN","White potato, stuffed, baked, peel eaten, stuffed with butter or margarine"
71508010.00,"WHITE POTATO, BAKED, STUFFED W/SOUR CRM, PEEL EATEN","White potato, stuffed, baked, peel eaten, stuffed with sour cream"
71508020.00,"WHITE POTATO, BAKED, STUFFED W/ CHEESE, PEEL EATEN","White potato, stuffed, baked, peel eaten, stuffed with cheese"
71508030.00,"WHITE POTATO, BAKED, STUFFED W/ CHILI, PEEL EATEN","White potato, stuffed, baked, peel eaten, stuffed with chili"
71508040.00,"WHITE POT, BKD, STUFD W/BROC&CHEESE SCE,PEEL EATEN","White potato, stuffed, baked, peel eaten, stuffed with broccoli and cheese sauce"
71508050.00,"WHITE POT,BAKED, STUFFED W/MEAT&CRM SCE,PEEL EATEN","White potato, stuffed, baked, peel eaten, stuffed with meat in cream sauce"
71508060.00,"WHITE POT, BAKED, STUFD W/ BACON&CHEESE, PEEL EATEN","White potato, stuffed, baked, peel eaten, stuffed with bacon and cheese"
71508070.00,"WHITE POT,STUFF,BAKED,NO PEEL,W/ BACON & CHEESE","White potato, stuffed, baked, peel not eaten, stuffed with bacon and cheese"
71508120.00,"WHITE POT,STUFF W/HAM,BROC,&CHEESE SAUCE,BKD,W/PEEL","White potato, stuffed with ham, broccoli and cheese sauce, baked, peel eaten"
71601010.00,"POTATO SALAD W/ EGG","Potato salad with egg"
71602010.00,"POTATO SALAD, GERMAN","Potato salad, German style"
71603010.00,"POTATO SALAD","Potato salad"
71701000.00,"POTATO PANCAKE","Potato pancake"
71701500.00,"NORWEGIAN LEFSE, POTATO & FLOUR PANCAKE","Norwegian Lefse, potato and flour pancake"
71703000.00,"STEWED POTATOES, MEXICAN (PAPAS GUISADAS)","Stewed potatoes, Mexican style (Papas guisadas)"
71703040.00,"STEWED POT W/TOM,MEXICAN(PAPAS GUISADAS CON TOMATE)","Stewed potatoes with tomatoes, Mexican style (Papas guisadas con tomate)"
71704000.00,"STEWED POTATOES WITH TOMATOES","Stewed potatoes with tomatoes"
71801000.00,"POTATO SOUP, NS AS TO MADE W/MILK OR WATER","Potato soup, NS as to made with milk or water"
71801010.00,"POTATO SOUP, CREAM OF, W/ MILK","Potato soup, cream of, prepared with milk"
71801020.00,"POTATO SOUP, PREPARED W/ WATER","Potato soup, prepared with water"
71801040.00,"POTATO SOUP, INSTANT, MADE FROM DRY MIX","Potato soup, instant, made from dry mix"
71801100.00,"POTATO & CHEESE SOUP","Potato and cheese soup"
71802010.00,"MACARONI & POTATO SOUP","Macaroni and potato soup"
71803010.00,"POTATO CHOWDER (INCL CORN CHOWDER)","Potato chowder"
71805010.00,"VICHYSSOISE SOUP","Vichyssoise soup"
71851010.00,"PLANTAIN SOUP, P.R. (SOPA DE PLATANO)","Plantain soup, Puerto Rican style (Sopa de platano)"
71900100.00,"PLANTAIN, BOILED, NS AS TO GREEN OR RIPE","Plantain, boiled, NS as to green or ripe"
71900200.00,"PLANTAIN, FRIED, NS TO GREEN OR RIPE","Plantain, fried, NS as to green or ripe"
71901010.00,"GREEN PLANTAIN, BOILED OR BAKED","Green plantains, boiled"
71901110.00,"FRIED GREEN PLANTAIN, P.R.","Fried green plantain, Puerto Rican style"
71905000.00,"RIPE PLANTAIN, RAW","Ripe plantain, raw"
71905010.00,"RIPE PLANTAIN, BOILED (INCL BAKED RIPE PLANTAIN)","Ripe plantain, boiled"
71905110.00,"FRIED RIPE PLANTAIN, P.R. (PLATANO MADURO FRITO)","Fried ripe plantain, Puerto Rican style (Platano maduro frito)"
71905120.00,"PLANTAIN, RIPE, ROLLED IN FLOUR, FRIED","Plantain, ripe, rolled in flour, fried"
71905210.00,"CANDIED RIPE PLANTAIN, P.R. (PLATANO EN ALMIBAR)","Candied ripe plantain, Puerto Rican style (Platano en almibar)"
71905410.00,"PLANTAIN CHIPS","Plantain chips"
71910110.00,"GREEN BANANA (COOKED IN SALT WATER)","Green banana, cooked (in salt water)"
71910210.00,"GREEN BANANA, FRIED","Green banana, fried"
71910310.00,"PICKLED GREEN BANANA, P.R","Pickled green bananas, Puerto Rican style (Guineos verdes en escabeche)"
71930090.00,"CASSAVA (YUCA BLANCA), COOKED, NS AS TO ADDED FAT","Cassava (yuca blanca), cooked, NS as to fat added in cooking"
71930100.00,"CASSAVA (YUCA BLANCA), COOKED, NO FAT ADDED","Cassava (yuca blanca), cooked, fat not added in cooking"
71930120.00,"CASSAVA (YUCA BLANCA), COOKED, FAT ADDED","Cassava (yuca blanca), cooked, fat added in cooking"
71930200.00,"CASABE, CASSAVA BREAD","Casabe, cassava bread"
71941120.00,"SWEETPOTATOES, WHITE, P.R., BOILED","Sweetpotatoes, white, Puerto Rican, boiled"
71945010.00,"YAM, PUERTO RICAN, COOKED (NAME HERVIDO)","Yam, Puerto Rican, cooked (Name hervido)"
71945020.00,"YAM BUNS, P.R. (BUNUELOS DE NAME)","Yam buns, Puerto Rican style (Bunuelos de name)"
71950010.00,"TANNIER, COOKED (INCLUDE YAUTIA)","Tannier, cooked"
71961010.00,"CELERIAC, COOKED (INCLUDE P.R. APIO)","Celeriac, cooked"
71962010.00,"DASHEEN, BOILED (INCLUDE MALANGA)","Dasheen, boiled"
71962020.00,"DASHEEN, FRIED (INCLUDE MALANGA)","Dasheen, fried"
71962040.00,"TARO, BAKED","Taro, baked"
71970120.00,"STARCHY VEGETABLES, P.R., W/ PLANTAINS","Starchy vegetables, Puerto Rican style, including tannier, white sweetpotato and yam, with green or ripe plantains (viandas hervidas)"
71970130.00,"STARCHY VEGETABLES, P.R., NO PLANTAINS","Starchy vegetables, Puerto Rican style, including tannier, white sweetpotato and yam, no plantain (viandas hervidas)"
71980100.00,"POI","Poi"
71980200.00,"TARO CHIPS","Taro chips"
72101100.00,"BEET GREENS, RAW","Beet greens, raw"
72101200.00,"BEET GREENS, COOKED, NS AS TO ADDED FAT","Beet greens, cooked, NS as to fat added in cooking"
72101210.00,"BEET GREENS, COOKED, FAT NOT ADDED","Beet greens, cooked, fat not added in cooking"
72104200.00,"CHARD, COOKED, NS AS TO ADDED FAT","Chard, cooked, NS as to fat added in cooking"
72104210.00,"CHARD, COOKED, FAT NOT ADDED","Chard, cooked, fat not added in cooking"
72104220.00,"CHARD, COOKED, FAT ADDED","Chard, cooked, fat added in cooking"
72107100.00,"COLLARDS, RAW","Collards, raw"
72107200.00,"COLLARDS, COOKED, NS AS TO FORM, NS AS TO ADDED FAT","Collards, cooked, NS as to form, NS as to fat added in cooking"
72107201.00,"COLLARDS,COOKED,FROM FRESH,NS FAT ADDED","Collards, cooked, from fresh, NS as to fat added in cooking"
72107202.00,"COLLARDS,COOKED,FROM FROZEN,NS FAT ADDED","Collards, cooked, from frozen, NS as to fat added in cooking"
72107203.00,"COLLARDS,COOKED,FROM CANNED,NS FAT ADDED","Collards, cooked, from canned, NS as to fat added in cooking"
72107210.00,"COLLARDS, COOKED, NS AS TO FORM, FAT NOT ADDED","Collards, cooked, NS as to form, fat not added in cooking"
72107211.00,"COLLARDS,COOKED,FROM FRESH,FAT NOT ADDED","Collards, cooked, from fresh, fat not added in cooking"
72107212.00,"COLLARDS,COOKED,FROM FROZEN,FAT NOT ADDED","Collards, cooked, from frozen, fat not added in cooking"
72107213.00,"COLLARDS,COOKED,FROM CANNED,FAT NOT ADDED","Collards, cooked, from canned, fat not added in cooking"
72107220.00,"COLLARDS, COOKED, NS AS TO FORM, FAT ADDED","Collards, cooked, NS as to form, fat added in cooking"
72107221.00,"COLLARDS,COOKED,FROM FRESH,FAT ADDED","Collards, cooked, from fresh, fat added in cooking"
72107222.00,"COLLARDS,COOKED,FROM FROZEN,FAT ADDED","Collards, cooked, from frozen, fat added in cooking"
72107223.00,"COLLARDS,COOKED,FROM CANNED,FAT ADDED","Collards, cooked, from canned, fat added in cooking"
72110100.00,"CRESS, RAW","Cress, raw"
72110221.00,"CRESS, COOKED, FROM FRESH, FAT ADDED","Cress, cooked, from fresh, fat added in cooking"
72113100.00,"DANDELION GREENS, RAW","Dandelion greens, raw"
72113210.00,"DANDELION GREENS, COOKED, FAT NOT ADDED","Dandelion greens, cooked, fat not added in cooking"
72113220.00,"DANDELION GREENS, COOKED, FAT ADDED","Dandelion greens, cooked, fat added in cooking"
72116000.00,"ENDIVE, CHICORY, ESCAROLE OR ROMAINE LETTUCE, RAW","Endive, chicory, escarole, or romaine lettuce, raw"
72116140.00,"CAESAR SALAD (W/ ROMAINE)","Caesar salad (with romaine)"
72116200.00,"ESCAROLE, COOKED, NS AS TO ADDED FAT","Escarole, cooked, NS as to fat added in cooking"
72116210.00,"ESCAROLE, COOKED, FAT NOT ADDED","Escarole, cooked, fat not added in cooking"
72116220.00,"ESCAROLE, COOKED, FAT ADDED","Escarole, cooked, fat added in cooking"
72118200.00,"GREENS, COOKED, NS AS TO FORM, NS AS TO ADDED FAT","Greens, cooked, NS as to form, NS as to fat added in cooking"
72118201.00,"GREENS, COOKED, FROM FRESH, NS FAT ADDED","Greens, cooked, from fresh, NS as to fat added in cooking"
72118203.00,"GREENS, COOKED, FROM CANNED, NS FAT ADDED","Greens, cooked, from canned, NS as to fat added in cooking"
72118210.00,"GREENS, COOKED, NS AS TO FORM, FAT NOT ADDED","Greens, cooked, NS as to form, fat not added in cooking"
72118211.00,"GREENS, COOKED, FROM FRESH, FAT NOT ADDED","Greens, cooked, from fresh, fat not added in cooking"
72118213.00,"GREENS, COOKED, FROM CANNED, FAT NOT ADDED","Greens, cooked, from canned, fat not added in cooking"
72118220.00,"GREENS, COOKED, NS AS TO FORM, FAT ADDED","Greens, cooked, NS as to form, fat added in cooking"
72118221.00,"GREENS, COOKED, FROM FRESH, FAT ADDED","Greens, cooked, from fresh, fat added in cooking"
72118222.00,"GREENS, COOKED, FROM FROZEN, FAT ADDED","Greens, cooked, from frozen, fat added in cooking"
72118223.00,"GREENS, COOKED, FROM CANNED, FAT ADDED","Greens, cooked, from canned, fat added in cooking"
72119200.00,"KALE, COOKED, NS AS TO FORM, NS AS TO ADDED FAT","Kale, cooked, NS as to form, NS as to fat added in cooking"
72119201.00,"KALE,COOKED,FROM FRESH,NS FAT ADDED","Kale, cooked, from fresh, NS as to fat added in cooking"
72119202.00,"KALE,COOKED,FROM FROZEN,NS FAT ADDED","Kale, cooked, from frozen, NS as to fat added in cooking"
72119203.00,"KALE,COOKED,FROM CANNED,NS FAT ADDED","Kale, cooked, from canned, NS as to fat added in cooking"
72119210.00,"KALE, COOKED, NS AS TO FORM, FAT NOT ADDED","Kale, cooked, NS as to form, fat not added in cooking"
72119211.00,"KALE,COOKED,FROM FRESH,FAT NOT ADDED","Kale, cooked, from fresh, fat not added in cooking"
72119213.00,"KALE,COOKED,FROM CANNED,FAT NOT ADDED","Kale, cooked, from canned, fat not added in cooking"
72119220.00,"KALE, COOKED, NS AS TO FORM, FAT ADDED","Kale, cooked, NS as to form, fat added in cooking"
72119221.00,"KALE,COOKED,FROM FRESH,FAT ADDED","Kale, cooked, from fresh, fat added in cooking"
72119222.00,"KALE,COOKED,FROM FROZEN,FAT ADDED","Kale, cooked, from frozen, fat added in cooking"
72122100.00,"MUSTARD GREENS, RAW","Mustard greens, raw"
72122200.00,"MUSTARD GREENS, COOKED, NS FORM, NS FAT ADDED","Mustard greens, cooked, NS as to form, NS as to fat added in cooking"
72122201.00,"MUSTARD GREENS,COOKED,FROM FRESH,NS FAT ADDED","Mustard greens, cooked, from fresh, NS as to fat added in cooking"
72122202.00,"MUSTARD GREENS,COOKED,FROM FROZEN,NS FAT ADDED","Mustard greens, cooked, from frozen, NS as to fat added in cooking"
72122203.00,"MUSTARD GREENS,COOKED,FROM CANNED,NS FAT ADDED","Mustard greens, cooked, from canned, NS as to fat added in cooking"
72122210.00,"MUSTARD GREENS, COOKED,  NS FORM, FAT NOT ADDED","Mustard greens, cooked, NS as to form, fat not added in cooking"
72122211.00,"MUSTARD GREENS,COOKED,FROM FRESH,FAT NOT ADDED","Mustard greens, cooked, from fresh, fat not added in cooking"
72122212.00,"MUSTARD GREENS,COOKED,FROM FROZEN,FAT NOT ADDED","Mustard greens, cooked, from frozen, fat not added in cooking"
72122213.00,"MUSTARD GREENS,COOKED,FROM CANNED,FAT NOT ADDED","Mustard greens, cooked, from canned, fat not added in cooking"
72122220.00,"MUSTARD GREEN, COOKED, NS FORM, FAT ADDED","Mustard greens, cooked, NS as to form, fat added in cooking"
72122221.00,"MUSTARD GREENS,COOKED,FROM FRESH,FAT ADDED","Mustard greens, cooked, from fresh, fat added in cooking"
72122222.00,"MUSTARD GREENS,COOKED,FROM FROZEN,FAT ADDED","Mustard greens, cooked, from frozen, fat added in cooking"
72122223.00,"MUSTARD GREENS,COOKED,FROM CANNED,FAT ADDED","Mustard greens, cooked, from canned, fat added in cooking"
72123000.00,"POKE GREENS, COOKED, NS AS TO ADDED FAT","Poke greens, cooked, NS as to fat added in cooking"
72123010.00,"POKE GREENS, COOKED, FAT NOT ADDED","Poke greens, cooked, fat not added in cooking"
72123020.00,"POKE GREENS, COOKED, FAT ADDED","Poke greens, cooked, fat added in cooking"
72124100.00,"RADICCHIO, RAW","Radicchio, raw"
72125100.00,"SPINACH, RAW","Spinach, raw"
72125200.00,"SPINACH, COOKED, NS FORM, NS AS TO ADDED FAT","Spinach, cooked, NS as to form, NS as to fat added in cooking"
72125201.00,"SPINACH,COOKED,FROM FRESH,NS FAT ADDED","Spinach, cooked, from fresh, NS as to fat added in cooking"
72125202.00,"SPINACH,COOKED,FROM FROZEN,NS FAT ADDED","Spinach, cooked, from frozen, NS as to fat added in cooking"
72125203.00,"SPINACH,COOKED,FROM CANNED,NS FAT ADDED","Spinach, cooked, from canned, NS as to fat added in cooking"
72125210.00,"SPINACH, COOKED, NS AS TO FORM, FAT NOT ADDED","Spinach, cooked, NS as to form, fat not added in cooking"
72125211.00,"SPINACH,COOKED,FROM FRESH,FAT NOT ADDED","Spinach, cooked, from fresh, fat not added in cooking"
